state,State,goal,pledged,backers_count,campaign_length,decision_timing,spotlight,staff_pick,category_name,parent_category,usd_pledged,Blurb length,Blurb caps,Name Length,Name Caps,created_at,deadline,launched_at,fx_rate,static_usd_rate,state_changed_at,name,country,blurb,category,,
successful,1,1500,2287,38,2588400,2588400,TRUE,FALSE,"crafts/knitting""",crafts,2287.0,75,1,26,3,1578417569,1584144003,1581555603,1,1,1584144003,Awareness Through Knitting,US,A booklet of patterns with awareness ribbon motifs on each of the projects.,"{""id"":348,""name"":""Knitting"",""slug"":""crafts/knitting"",""position"":6,""parent_id"":26,""parent_name"":""Crafts"",""color"":16744876,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/crafts/knitting""}}}",,
successful,1,550,660,12,2592000,2592046,TRUE,FALSE,"photography/fine art""",photography,660.0,81,2,50,7,1426023203,1428620382,1426028382,1,1,1428620428,"""The Naked Pixel"" Fine Art Nudes collection. Mewes",US,We are raising money for a photo powder shoot with the lovely Mewes #powder shoot,"{""id"":276,""name"":""Fine Art"",""slug"":""photography/fine art"",""position"":2,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/fine%20art""}}}",,
successful,1,199,524,11,604800,604802,TRUE,FALSE,"photography/fine art""",photography,524.0,134,26,44,34,1469838677,1471049317,1470444517,1,1,1471049319,SUBTLE ANGELS: DAKOTA VOL. 2- FINE ART NUDES,US,Limited EDITION PHOTO book featuring the beautiful model DAKOTA VOL. 2 as your muse. Fine art nudes intended for a mature audience 18+,"{""id"":276,""name"":""Fine Art"",""slug"":""photography/fine art"",""position"":2,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/fine%20art""}}}",,
failed,0,6000,0,0,2588400,2588405,FALSE,FALSE,"photography/places""",photography,0.0,118,4,25,13,1425315494,1427910814,1425322414,1,1,1427910819,BRKHZN - SALEM Photo Book,US,"Salem was my first home in MA. I'm creating a small, photo book of places that have inspired me in this historic town.","{""id"":279,""name"":""Places"",""slug"":""photography/places"",""position"":6,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/places""}}}",,
successful,1,100,161,11,5184000,5184000,TRUE,FALSE,"film & video/horror""",film & video,182.47761574,34,3,23,2,1552569975,1558105747,1552921747,1.1753395,1.13340134,1558105747,Cortometraje Torquemada,ES,Una ópera prima de Larvy y Sergio.,"{""id"":297,""name"":""Horror"",""slug"":""film & video/horror"",""position"":10,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/horror""}}}",,
canceled,0,800,100,3,5180400,92631,FALSE,FALSE,"music/faith""",music,100.0,115,3,38,5,1424538294,1429734032,1424553632,1,1,1424646263,Life in Lyrics- First Album (Canceled),US,"Life in Lyrics is finally beginning to work on her first full length album. With your help, we can get studio time!","{""id"":318,""name"":""Faith"",""slug"":""music/faith"",""position"":7,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/faith""}}}",,
canceled,0,20000,2035,27,2592000,1894434,FALSE,FALSE,"theater/musical""",theater,2035.0,133,2,54,7,1396450161,1404502648,1401910648,1,1,1403805082,Bring Click Clack Moosic to Your Community! (Canceled),US,"The moosicians, the barn, the story teller, and the milk and quackers are packed and ready to go! We‘re heading to your neighborhood.","{""id"":284,""name"":""Musical"",""slug"":""theater/musical"",""position"":5,""parent_id"":17,""parent_name"":""Theater"",""color"":16743775,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/theater/musical""}}}",,
failed,0,1000,1,1,2588400,2588400,FALSE,FALSE,"theater/musical""",theater,1.0,135,7,25,2,1423536715,1426127028,1423538628,1,1,1426127028,Hedwig comes to Worcester,US,"New theater production company, Bush League Productions, needs to raise money for the rights for the musical Hedwig and the Angry Inch.","{""id"":284,""name"":""Musical"",""slug"":""theater/musical"",""position"":5,""parent_id"":17,""parent_name"":""Theater"",""color"":16743775,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/theater/musical""}}}",,
failed,0,35000,1,1,5184000,5184000,FALSE,FALSE,"technology/apps""",technology,1.25015627,28,3,12,3,1554224220,1568889162,1563705162,1.29135567,1.25015627,1568889162,GigOn Events,GB,Subscription for Live Events,"{""id"":332,""name"":""Apps"",""slug"":""technology/apps"",""position"":2,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/apps""}}}",,
failed,0,75000,10593,56,3027600,3027600,FALSE,FALSE,"film & video/family""",film & video,10593.0,128,1,15,2,1437520356,1448649973,1445622373,1,1,1448649973,Barnyard Rescue,US,"A city girl obsessed with her tablet is torn from technology, and thrown into the adventures of ranch life for a magical summer.","{""id"":330,""name"":""Family"",""slug"":""film & video/family"",""position"":7,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/family""}}}",,
successful,1,600,600,19,2592000,2592001,TRUE,FALSE,"publishing/fiction""",publishing,600.0,129,1,35,3,1351212012,1355871403,1353279403,1,1,1355871404,Con(viction) - Anthology of the Con,US,"Con(viction) is an anthology of short stories by the masses of convention attendees, their loved ones, or by innocent bystanders.","{""id"":47,""name"":""Fiction"",""slug"":""publishing/fiction"",""position"":7,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/fiction""}}}",,
successful,1,4700,5475.5,371,882672,882672,TRUE,FALSE,"publishing/radio & podcasts""",publishing,5475.5,38,2,27,4,1582245594,1583528340,1582645668,1,1,1583528340,Decoding Westworld Season 3,US,A weekly recap podcast about Westworld,"{""id"":239,""name"":""Radio & Podcasts"",""slug"":""publishing/radio & podcasts"",""position"":13,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/radio%20&%20podcasts""}}}",,
successful,1,5000,5831.74,130,2713130,2713131,TRUE,FALSE,"theater/plays""",theater,8377.203593173400,133,6,17,2,1462880692,1466179200,1463466070,1.29135567,1.43648441,1466179201,Yuri in Edinburgh,GB,August012 make their debut at Edinburgh Fringe with their play about the absurdity of wanting to bring children into a deranged world,"{""id"":285,""name"":""Plays"",""slug"":""theater/plays"",""position"":6,""parent_id"":17,""parent_name"":""Theater"",""color"":16743775,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/theater/plays""}}}",,
successful,1,500,679,12,2592000,2592000,TRUE,FALSE,"publishing/fiction""",publishing,679.0,130,2,19,10,1470200410,1474495521,1471903521,1,1,1474495521,INCURSION: Faeblade,US,"Their first mission was a vampire hunt that went wrong. This time there is a fae-war brewing, and humanity is stuck in the middle.","{""id"":47,""name"":""Fiction"",""slug"":""publishing/fiction"",""position"":7,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/fiction""}}}",,
successful,1,17900,19039,185,3027600,3027601,TRUE,TRUE,"design/architecture""",design,19039.0,130,5,40,6,1406578158,1415253727,1412226127,1,1,1415253728,The Center: A Sustainable Historic House,US,The Center will showcase energy efficiency upgrades and primarily serve as an educational center for the Lower 9th Ward community.,"{""id"":258,""name"":""Architecture"",""slug"":""design/architecture"",""position"":1,""parent_id"":7,""parent_name"":""Design"",""color"":2577151,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/design/architecture""}}}",,
successful,1,1000,2000,50,2595600,2595600,TRUE,FALSE,"film & video/music videos""",film & video,1781.9388,101,5,51,6,1411930649,1417064539,1414468939,0.75574365,0.8909694,1417064539,Michelle Tomlinson is Making her Debut Music Video!,CA,"Pantslessness. Twerking. The word ""Booty"". I'm making a music video featuring...none of these things!","{""id"":299,""name"":""Music Videos"",""slug"":""film & video/music videos"",""position"":12,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/music%20videos""}}}",,
successful,1,5000,5729,34,2332800,2332801,TRUE,TRUE,"photography/fine art""",photography,4417.84874265,123,2,58,9,1468763264,1473683502,1471350702,0.75574365,0.77113785,1473683503,Help Launch Art Gallery & Wet Plate Photo Studio in Prague,CA,"Equal parts love, photography, art, history, and experimentation all cuddled up under one roof in Prague's historic center.","{""id"":276,""name"":""Fine Art"",""slug"":""photography/fine art"",""position"":2,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/fine%20art""}}}",,
failed,0,3000,107,5,2588400,2588400,FALSE,FALSE,"technology/apps""",technology,107.0,62,2,18,3,1550428265,1554728991,1552140591,1,1,1554728991,Digital Asset Safe,US,Software App to help protect your digital and physical assets.,"{""id"":332,""name"":""Apps"",""slug"":""technology/apps"",""position"":2,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/apps""}}}",,
successful,1,1000,1140,20,3274587,3274587,TRUE,FALSE,"publishing/fiction""",publishing,1140.0,126,16,57,14,1475504863,1478878020,1475603433,1,1,1478878020,VIDEO STORE - A Past Midnight Publishing instant classic.,US,Matt Madigan's newest novel VIDEO STORE is the pure black residue from works like Taxi Driver and Videodrome. For adults only.,"{""id"":47,""name"":""Fiction"",""slug"":""publishing/fiction"",""position"":7,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/fiction""}}}",,
successful,1,1000,2906,64,2592000,2592000,TRUE,FALSE,"comics/comic books""",comics,2906.0,117,1,40,24,1580214649,1598884215,1596292215,1,1,1598884215,Average Joe1-2: A SUPER POWERED JOY RIDE,US,"An average guy takes on a not so average world where superheroes are the celebrities, and twisted villains run amuck.","{""id"":250,""name"":""Comic Books"",""slug"":""comics/comic books"",""position"":2,""parent_id"":3,""parent_name"":""Comics"",""color"":16776056,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/comics/comic%20books""}}}",,
successful,1,50000,204594,428,2592000,2592000,TRUE,TRUE,"technology/hardware""",technology,204594.0,129,3,41,7,1459200587,1487868882,1485276882,1,1,1487868882,Solowheel Iota: A Mini Personal E-Vehicle,US,A very small self-balancing personal electric vehicle from the creators of the Solowheel and Hovertrax - the original hoverboard.,"{""id"":52,""name"":""Hardware"",""slug"":""technology/hardware"",""position"":8,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/hardware""}}}",,
failed,0,5000,15,2,2592000,2592000,FALSE,FALSE,"publishing/calendars""",publishing,15.0,12,2,19,5,1550548630,1558738152,1556146152,1,1,1558738152,Any Way You Plan It,US,Meal Planner,"{""id"":325,""name"":""Calendars"",""slug"":""publishing/calendars"",""position"":4,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/calendars""}}}",,
successful,1,20000,46293,500,2592000,2592000,TRUE,FALSE,"technology/hardware""",technology,46293.0,102,1,45,5,1379172783,1382917282,1380325282,1,1,1382917282,Baboomi: A Customizable and Comfortable Alarm,US,"A better alarm clock - one that focuses on waking you up comfortably, instead of ruining your morning.","{""id"":52,""name"":""Hardware"",""slug"":""technology/hardware"",""position"":8,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/hardware""}}}",,
successful,1,5000,7000.33,116,2592000,2592000,TRUE,TRUE,"design/interactive design""",design,7000.33,117,2,16,2,1400639682,1408054733,1405462733,1,1,1408054733,The kinderGarden,US,This garden will provide a space for students and teachers at Root to interact with and learn from the natural world.,"{""id"":260,""name"":""Interactive Design"",""slug"":""design/interactive design"",""position"":4,""parent_id"":7,""parent_name"":""Design"",""color"":2577151,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/design/interactive%20design""}}}",,
successful,1,25000,26175,140,2282923,2282923,TRUE,FALSE,"theater/musical""",theater,26175.0,132,21,17,14,1429729808,1440561540,1438278617,1,1,1440561540,ROTHSCHILD & SONS,US,"York will produce Bock & Harnick's ROTHSCHILD & SONS, an intimate re-imagining of the 9-time Tony nominated musical The Rothschilds.","{""id"":284,""name"":""Musical"",""slug"":""theater/musical"",""position"":5,""parent_id"":17,""parent_name"":""Theater"",""color"":16743775,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/theater/musical""}}}",,
failed,0,20000,0,0,2329665,2329665,FALSE,FALSE,"technology/web""",technology,0.0,130,1,60,9,1461556467,1464121860,1461792195,1,1,1464121860,Localists- Making It Easy to Bring Your Local Service Online,US,"Localists makes it easy for people who offer a local service to get their services online, and even easier for people to find them","{""id"":342,""name"":""Web"",""slug"":""technology/web"",""position"":15,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/web""}}}",,
failed,0,500000,170,5,3773711,3773711,FALSE,FALSE,"technology/web""",technology,170.0,33,2,54,5,1453813710,1461334080,1457560369,1,1,1461334080,Co-watch Movies and TV Shows with friends in real-time,US,A Social video-on-demand platform,"{""id"":342,""name"":""Web"",""slug"":""technology/web"",""position"":15,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/web""}}}",,
successful,1,1000,1511,54,2592000,2592000,TRUE,FALSE,"music/rock""",music,2526.66289208,72,3,24,3,1401136363,1404061505,1401469505,1.29135567,1.67217928,1404061505,States and Empires Vinyl,GB,We are looking to fund the production of our debut album on 12inch vinyl,"{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}",,
successful,1,2000,4340,98,2592000,2592000,TRUE,TRUE,"film & video/documentary""",film & video,6251.8096242,127,10,23,3,1459018719,1465572884,1462980884,1.29135567,1.44050913,1465572884,Africa's Premier League,GB,"The story of Africa's long-distance love affair with English football, told by fans in Nigeria, South Africa, Kenya & DR Congo.","{""id"":30,""name"":""Documentary"",""slug"":""film & video/documentary"",""position"":4,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/documentary""}}}",,
successful,1,1500,11543,467,2592000,2592000,TRUE,FALSE,"games/playing cards""",games,13141.820814570000,129,14,60,26,1541357341,1544115631,1541523631,1.1753395,1.13850999,1544115631,SECRET EGYPT Playing Cards [LIMITED] Premium 52+2 Cards Deck,FR,"Discover the Gods and Goddesses from Ancient Egypt and Summon their Forces to Win Legendary Games !\r
Secret Egypt Playing Cards.","{""id"":273,""name"":""Playing Cards"",""slug"":""games/playing cards"",""position"":4,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/playing%20cards""}}}",,
successful,1,10000,13843.360000000000,152,2112509,2112509,TRUE,FALSE,"music/rock""",music,13843.360000000000,134,8,29,8,1357839444,1360724340,1358611831,1,1,1360724340,Remedy Drive Spring Tour 2013,US,"Our wonderful truck bus has 470,000 miles on it's engine from these last few years of touring.  Help us give this vehicle a new birth!","{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}",,
failed,0,1500,22,2,5180400,5180400,FALSE,FALSE,"food/small batch""",food,22.0,75,1,18,3,1453756234,1458942395,1453761995,1,1,1458942395,Thick Bottom Tacos,US,I just want to live in a world where taco shells are thicker on the bottom.,"{""id"":313,""name"":""Small Batch"",""slug"":""food/small batch"",""position"":10,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/small%20batch""}}}",,
successful,1,600,880,36,2592000,2592000,TRUE,FALSE,"film & video/documentary""",film & video,1134.3670712,130,2,24,3,1469614322,1474030046,1471438046,1.29135567,1.28905349,1474030046,Adventures on a New Path,GB,"A documentary film exploring inspiring stories of communities transforming land in Scotland, and looking at their exciting future.","{""id"":30,""name"":""Documentary"",""slug"":""film & video/documentary"",""position"":4,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/documentary""}}}",,
failed,0,10000,0,0,3456000,3456003,FALSE,FALSE,"fashion/jewelry""",fashion,0.0,118,5,13,2,1430850498,1434814227,1431358227,1,1,1434814230,Valor Jewelry,US,Show the world your Faith in God with our Cross or Crucifix and keep what's close to your heart with you at all times.,"{""id"":267,""name"":""Jewelry"",""slug"":""fashion/jewelry"",""position"":6,""parent_id"":9,""parent_name"":""Fashion"",""color"":16752598,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/fashion/jewelry""}}}",,
successful,1,6400,6991,196,2419200,2419200,TRUE,FALSE,"games/playing cards""",games,6991.0,126,6,59,8,1526846235,1548253384,1545834184,1,1,1548253384,"Vincent van Gogh ""The Starry Night"" Playing Cards as Puzzle",US,Vincent van Gogh's The Starry Night playing cards as a puzzle; featuring Vincent's handwriting & suits found in his paintings.,"{""id"":273,""name"":""Playing Cards"",""slug"":""games/playing cards"",""position"":4,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/playing%20cards""}}}",,
failed,0,1000,25,2,597181,597192,FALSE,FALSE,"film & video/festivals""",film & video,41.93026825,100,5,38,9,1398988542,1400853600,1400256419,1.29135567,1.67721073,1400853611,Terracotta Far East Film Festival 2014,GB,"The UK's largest Far East film festival bringing premieres, actors, directors and legendary parties!","{""id"":295,""name"":""Festivals"",""slug"":""film & video/festivals"",""position"":9,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/festivals""}}}",,
failed,0,10000,3736,42,2851200,2851204,FALSE,FALSE,"food/small batch""",food,3736.0,73,4,49,8,1434558139,1438623142,1435771942,1,1,1438623146,PepperJelly Co: Cuban Sriracha Kitchen Part Deux!,US,Help PepperJelly Co move into a new shared kitchen and buy new equipment!,"{""id"":313,""name"":""Small Batch"",""slug"":""food/small batch"",""position"":10,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/small%20batch""}}}",,
successful,1,10000,10371,120,2857721,2857733,TRUE,FALSE,"photography/photobooks""",photography,10371.0,128,16,54,11,1404441890,1431993600,1429135879,1,1,1431993612,MAS ACA : Further Here. Photographs by Rafael Cardenas,US,Limited Edition First Run: A selection of photos taken in and around Los Angeles. All of these photos were taken from 2010-1015.,"{""id"":280,""name"":""Photobooks"",""slug"":""photography/photobooks"",""position"":5,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/photobooks""}}}",,
failed,0,150000,0,0,2592000,2592004,FALSE,FALSE,"design/typography""",design,0.0,133,4,21,3,1429807333,1434901067,1432309067,1,1,1434901071,Weighted Animal Vest®,US,"The Weighted Animal Vest® is a uniquely designed weight vest for dogs, fits on your pet like a saddle straps down to all four legs...","{""id"":261,""name"":""Typography"",""slug"":""design/typography"",""position"":7,""parent_id"":7,""parent_name"":""Design"",""color"":2577151,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/design/typography""}}}",,
successful,1,85000,131087.670000000000,2107,2707657,2707657,TRUE,TRUE,"film & video/fantasy""",film & video,131087.670000000000,128,4,24,4,1463758425,1466809200,1464101543,1,1,1466809200,Mythica 5: The Godslayer,US,"The 5th and final film in the epic Mythica series, the largest indie fantasy project ever. Don't miss this unforgettable finale.","{""id"":296,""name"":""Fantasy"",""slug"":""film & video/fantasy"",""position"":8,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/fantasy""}}}",,
successful,1,5000,5055,28,3456000,3456047,TRUE,FALSE,"music/rock""",music,5055.0,117,10,56,10,1367497764,1372524288,1369068288,1,1,1372524335,Cry To The Blind- It's Time For These Mountains to Move.,US,"This is your chance to help CTTB create a high quality HD music video to promote the release of our new EP ""Windows""!","{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}",,
successful,1,3000,3465,125,2595600,2595600,TRUE,FALSE,"games/playing cards""",games,4529.8736406,115,3,60,3,1519547188,1542870019,1540274419,1.29135567,1.30732284,1542870019,Age of Renewables: A card game for renewable energy projects,GB,"You are on a mission to save the planet by creating new projects.\r
\r
Promote renewable energy! Go play and enjoy!","{""id"":273,""name"":""Playing Cards"",""slug"":""games/playing cards"",""position"":4,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/playing%20cards""}}}",,
failed,0,4500,15,3,2592000,2592000,FALSE,FALSE,"dance/spaces""",dance,15.0,134,2,60,11,1460259444,1463772081,1461180081,1,1,1463772081,Project:Dream big NEVER give up.Nonprofit Youth Dance Studio,US,"Free to affordable performing arts for all youth. Funding for security deposit, dance sprung floor, mirrors, ballet bars, tumble mats.","{""id"":256,""name"":""Spaces"",""slug"":""dance/spaces"",""position"":3,""parent_id"":6,""parent_name"":""Dance"",""color"":10917369,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/dance/spaces""}}}",,
failed,0,20000,0,0,3654825,3654825,FALSE,FALSE,"food/small batch""",food,0.0,134,21,57,12,1461093696,1467250200,1463595375,1,1,1467250200,SuperCritical CO2 (scCO2) Flavor Oil Extraction Apparatus,US,"SuperCritical CO2, Flavor-Oil Extraction,Tabletop-Sized Apparatus, Food Grade Design, Simple & Clear Instructions - Easy & Safe To Use","{""id"":313,""name"":""Small Batch"",""slug"":""food/small batch"",""position"":10,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/small%20batch""}}}",,
successful,1,5000,5191.6,55,2592000,2592000,TRUE,FALSE,"music/rock""",music,5191.6,132,4,60,3,1439784600,1443786013,1441194013,1,1,1443786013,Help send Spero to record/produce a new record in Nashville.,US,Spero has an amazing opportunity to record with producer Vance Powell. Please help us follow and take our passion to the next level.,"{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}",,
successful,1,30000,30888,115,2588400,2588401,TRUE,TRUE,"film & video/documentary""",film & video,30888.0,132,9,47,7,1453581642,1458235808,1455647408,1,1,1458235809,The Velvet Underground Played at My High School,US,An animated short about the Velvet Underground’s first gig in 1965 in front of a crowd of shocked kids at a suburban NJ high school.,"{""id"":30,""name"":""Documentary"",""slug"":""film & video/documentary"",""position"":4,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/documentary""}}}",,
canceled,0,2000,406,5,2592000,1804881,FALSE,FALSE,"technology/diy electronics""",technology,406.0,134,11,53,9,1489969288,1497498215,1494906215,1,1,1496711096,Kester Kits: Build Your Own Mini Drone Kit (Canceled),US,Have you ever wanted your own drone? The DIY Drone Kit will give you everything you need to get started flying your own RC Mini Drone!,"{""id"":334,""name"":""DIY Electronics"",""slug"":""technology/diy electronics"",""position"":4,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/diy%20electronics""}}}",,
successful,1,1000,1085,6,2419200,2419200,TRUE,FALSE,"film & video/fantasy""",film & video,901.23614315,132,6,23,4,1408073086,1412285308,1409866108,0.66873976,0.83063239,1412285308,Time Lost Empires Pilot,NZ,Time Lost Empires is a concept for a fantasy TV show. The project is to make the pilot to gain interest in creating a larger series.,"{""id"":296,""name"":""Fantasy"",""slug"":""film & video/fantasy"",""position"":8,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/fantasy""}}}",,
successful,1,6000,7091,92,2595600,2595600,TRUE,FALSE,"music/classical music""",music,7091.0,121,3,42,9,1409628275,1415407305,1412811705,1,1,1415407305,CCA's 39th Season of Truly Beautiful Music,US,"This season, we're collaborating with some of the finest instrumentalists in the Chicagoland area. And we need your help.","{""id"":36,""name"":""Classical Music"",""slug"":""music/classical music"",""position"":3,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/classical%20music""}}}",,
successful,1,1000,1396,6,1728000,1728000,TRUE,FALSE,"fashion/jewelry""",fashion,168.41300724,69,0,11,3,1507312187,1513583978,1511855978,0.1129236,0.12063969,1513583978,Platinum UF,SE,"♡ unique and handmade jewelry, primarily chokers of various designs ♡","{""id"":267,""name"":""Jewelry"",""slug"":""fashion/jewelry"",""position"":6,""parent_id"":9,""parent_name"":""Fashion"",""color"":16752598,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/fashion/jewelry""}}}",,
successful,1,5000,15691,164,2592000,2592000,TRUE,TRUE,"games/playing cards""",games,16092.97015508,126,13,32,3,1535984382,1539362688,1536770688,1.0951691,1.02561788,1539362688,Tarot of Magical Correspondences,CH,This is a new Tarot deck based on the Golden Dawn attributions published in 1909 by Aleister Crowley in his reference book 777,"{""id"":273,""name"":""Playing Cards"",""slug"":""games/playing cards"",""position"":4,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/playing%20cards""}}}",,
successful,1,2000,2275,40,2592000,2592000,TRUE,FALSE,"dance/residencies""",dance,2275.0,77,4,40,7,1572209130,1576154784,1573562784,1,1,1576154784,A New Wilder Project Dance Theater Piece,US,Our residency at the Balance Arts Center to create a new dance theater piece.,"{""id"":255,""name"":""Residencies"",""slug"":""dance/residencies"",""position"":2,""parent_id"":6,""parent_name"":""Dance"",""color"":10917369,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/dance/residencies""}}}",,
successful,1,3500,9800,69,1555200,1555200,TRUE,FALSE,"film & video/documentary""",film & video,9800.0,128,2,42,11,1457234155,1463094013,1461538813,1,1,1463094013,JUBILEO: A Parable of Christian Fellowship,US,A college student facing the uncertainty of post-graduation life interns at a church in Mexico to discover his role in ministry.,"{""id"":30,""name"":""Documentary"",""slug"":""film & video/documentary"",""position"":4,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/documentary""}}}",,
