state,State,goal,pledged,backers_count,campaign_length,decision_timing,spotlight,staff_pick,category_name,parent_category,usd_pledged,Blurb length,Blurb caps,Name Length,Name Caps,created_at,deadline,launched_at,fx_rate,static_usd_rate,state_changed_at,name,country,blurb,category,,
successful,1,15000,23670.720000000000,212,2595600,2595603,TRUE,TRUE,"art/public art""",art,23670.720000000000,133,2,35,6,1317237529,1322342211,1319746611,1,1,1322342214,Robert Sabuda's Ten Horse Art Space,US,I just got some beautiful land with an old barn on it that I'd like to convert into artist’s studio spaces and an exhibition gallery.,"{""id"":53,""name"":""Public Art"",""slug"":""art/public art"",""position"":9,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/public%20art""}}}",,
failed,0,1000,10,1,2617782,2617782,FALSE,FALSE,"art/public art""",art,7.5052649,133,12,26,3,1492627103,1495252800,1492635018,0.75905419,0.75052649,1495252800,Mr. Hydde goes to Bushwick,CA,I was invited by The Bushwick Collective in Brooklyn NY to paint a mural for their June 3rd Block Party! I need paint & travel $$$!!!,"{""id"":53,""name"":""Public Art"",""slug"":""art/public art"",""position"":9,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/public%20art""}}}",,
successful,1,600,600,15,1755793,1755793,TRUE,TRUE,"dance/performances""",dance,600.0,78,7,25,0,1408144286,1410584340,1408828547,1,1,1410584340,kitchendances goes to nyc,US,mauriah kraker/ kitchendances premieres a new solo at the 92nd Street Y in NYC,"{""id"":254,""name"":""Performances"",""slug"":""dance/performances"",""position"":1,""parent_id"":6,""parent_name"":""Dance"",""color"":10917369,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/dance/performances""}}}",,
successful,1,5500,5674,50,2595600,2595600,TRUE,FALSE,"art/public art""",art,5674.0,135,3,3,3,1347574558,1352314864,1349719264,1,1,1352314864,HAT,US,HAT will be a documentary book for a series of art projects that explore how people act together through collaborative experimentation.,"{""id"":53,""name"":""Public Art"",""slug"":""art/public art"",""position"":9,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/public%20art""}}}",,
successful,1,10000,12792,214,2592000,2592000,TRUE,TRUE,"journalism""",journalism,12792.0,134,3,47,15,1454509932,1465959954,1463367954,1,1,1465959954,NO PLATFORM: Scenes From Off the Campaign Trail,US,A 90-day odyssey to open a platform for working class and marginalized people to share their untold stories on the state of the union.,"{""id"":13,""name"":""Journalism"",""slug"":""journalism"",""position"":10,""color"":1228010,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/journalism""}}}",,
failed,0,25000,0,0,2592000,2592003,FALSE,FALSE,"art/public art""",art,0.0,130,9,48,11,1428698557,1431540013,1428948013,1,1,1431540016,"Restore 1883 Swett-Moreing House in Stockton, CA",US,The Swett-Moreing House was built in 1883. The mission of this fund raiser was to establish to preserve this magnificent landmark.,"{""id"":53,""name"":""Public Art"",""slug"":""art/public art"",""position"":9,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/public%20art""}}}",,
successful,1,1200,7184,187,1324737,1324737,TRUE,FALSE,"art/illustration""",art,7184.0,90,14,53,11,1547856483,1550109600,1548784863,1,1,1550109600,Make 100 - L.E. Eclipse of the Sun Dragon Enamel Pins,US,Make 100 Limited Edition Eclipse of the Sun Dragon Enamel Pins with Aura Dragons in Nature,"{""id"":22,""name"":""Illustration"",""slug"":""art/illustration"",""position"":4,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/illustration""}}}",,
successful,1,1000,1178,60,1206000,1206000,TRUE,FALSE,"games/tabletop games""",games,1178.0,84,8,21,4,1582653893,1584184781,1582978781,1,1,1584184781,Evergarde #ZineQuest2,US,"A Hogwarts analogue in an apocalyptic world. For 5E, OSR, and everything in between.","{""id"":34,""name"":""Tabletop Games"",""slug"":""games/tabletop games"",""position"":6,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/tabletop%20games""}}}",,
successful,1,3500,3577,56,2514524,2514525,TRUE,FALSE,"dance/performances""",dance,3577.0,127,6,59,19,1536256359,1539241140,1536726616,1,1,1539241141,THE ALL JOAN SHOW: Cid Pearlman Performance/Joan Jeanrenaud,US,"Cid Pearlman celebrates her longstanding collaboration with renowned San Francisco-based cellist and composer, Joan Jeanrenaud.","{""id"":254,""name"":""Performances"",""slug"":""dance/performances"",""position"":1,""parent_id"":6,""parent_name"":""Dance"",""color"":10917369,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/dance/performances""}}}",,
successful,1,8000,8595,43,2592000,2592000,TRUE,FALSE,"film & video/narrative film""",film & video,8595.0,84,1,11,1,1341853041,1345904186,1343312186,1,1,1345904186,"""Accidents""",US,"A comedy about bitterness, abandonment, and the great healing power of stupid ideas.","{""id"":31,""name"":""Narrative Film"",""slug"":""film & video/narrative film"",""position"":13,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/narrative%20film""}}}",,
failed,0,1200,0,0,2592000,2592000,FALSE,FALSE,"music/hip-hop""",music,0.0,125,6,42,34,1442267733,1444942698,1442350698,1,1,1444942698,HELP ME RAISE 1K FOR A SCHAMA NOEL FEATURE,US,Okay so Schama said if I can raise 1k I can get a feature and go on tour with him! I really wanna perform help me out please!,"{""id"":39,""name"":""Hip-Hop"",""slug"":""music/hip-hop"",""position"":8,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/hip-hop""}}}",,
successful,1,25000,31490,146,2682000,2682000,TRUE,FALSE,"technology/gadgets""",technology,31490.0,127,9,45,7,1500767913,1510301978,1507619978,1,1,1510301978,World’s First Laser Light Charge & Sync Cable,US,"Charge all your Apple, Android, and Windows Smart Devices with our USB charging cable that pulsates and glows with laser-light.","{""id"":337,""name"":""Gadgets"",""slug"":""technology/gadgets"",""position"":7,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/gadgets""}}}",,
successful,1,2000,72656,805,2592000,2592000,TRUE,FALSE,"technology/gadgets""",technology,72656.0,114,8,56,16,1591166004,1596718806,1594126806,1,1,1596718806,A 7-in-1 USB-C Hub + 15W Qi Wireless Charger Phone Stand,US,"Fophie, the Ultimate multi-port USB-C hub + fast wireless charging + convertible phone stand for iPhone & Android.","{""id"":337,""name"":""Gadgets"",""slug"":""technology/gadgets"",""position"":7,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/gadgets""}}}",,
successful,1,130,194.99,8,2592000,2592000,TRUE,FALSE,"journalism/web""",journalism,194.99,130,9,19,2,1441423700,1444344321,1441752321,1,1,1444344321,Incidents of Travel,US,"I'm a US Peace Corps Volunteer and an avid blogger. Unfortunately, my free space on Wordpress has run out. Help me buy an upgrade!","{""id"":361,""name"":""Web"",""slug"":""journalism/web"",""position"":5,""parent_id"":13,""parent_name"":""Journalism"",""color"":1228010,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/journalism/web""}}}",,
failed,0,15000,1851,37,2588400,2588400,FALSE,FALSE,"art/public art""",art,1851.0,122,4,48,6,1488213569,1491401214,1488812814,1,1,1491401214,Creating an Inspired Space in McMinnville Oregon,US,I am the Artist my husband is the Chef. We want to have a space where we share our love for the little things with others.,"{""id"":53,""name"":""Public Art"",""slug"":""art/public art"",""position"":9,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/public%20art""}}}",,
successful,1,12000,13878.710000000000,87,1209600,1209601,TRUE,FALSE,"games/tabletop games""",games,1437.5497036579,68,15,54,23,1577906701,1582904531,1581694931,0.11383486,0.10357949,1582904532,THE SKØVD CHRONICLES #1 - Weird Gothic City Crawl Zine,SE,An RPG Zine About A Vicious World Launching February 14th #ZineQuest,"{""id"":34,""name"":""Tabletop Games"",""slug"":""games/tabletop games"",""position"":6,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/tabletop%20games""}}}",,
canceled,0,10000,0,0,2592000,114386,FALSE,FALSE,"art/sculpture""",art,0.0,132,4,46,5,1450651277,1453314200,1450722200,1,1,1450836586,Affordable Dinosaur Fossil Replicas (Canceled),US,Creation of affordable life sized fossil replicas for yard art and home decor. Using cutting edge 3D printed casts and cheap cement.,"{""id"":25,""name"":""Sculpture"",""slug"":""art/sculpture"",""position"":10,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/sculpture""}}}",,
failed,0,35000,15,2,2592000,2592006,FALSE,FALSE,"dance/performances""",dance,15.0,128,1,25,3,1467771532,1470617220,1468025220,1,1,1470617226,Equilibrium Dance Academy,US,"A dance studio where children, teens and adults can take classes and build confidence while having fun and learning an art form.","{""id"":254,""name"":""Performances"",""slug"":""dance/performances"",""position"":1,""parent_id"":6,""parent_name"":""Dance"",""color"":10917369,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/dance/performances""}}}",,
failed,0,20000,1166,17,4831559,4831560,FALSE,FALSE,"music/world music""",music,1152.0054348,134,5,33,5,1488715288,1494093600,1489262041,1.10138345,0.9879978,1494093601,"CD Esma Redzepova: ""My last song""",CH,"Esma Redzepova, the queen of the gypsies, is an outstanding singer. We'll finish this CD project she's started before she passed away.","{""id"":44,""name"":""World Music"",""slug"":""music/world music"",""position"":18,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/world%20music""}}}",,
successful,1,50000,52330,533,3888000,3888000,TRUE,FALSE,"technology/gadgets""",technology,74654.226567500000,132,5,57,11,1445950092,1457633349,1453745349,1.29030427,1.42660475,1457633349,MEEM - World's First Charger Cable with Automatic Back Up,GB,MEEM automatically backs up your phone every time you charge. So part of your daily routine with no third party access to your data.,"{""id"":337,""name"":""Gadgets"",""slug"":""technology/gadgets"",""position"":7,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/gadgets""}}}",,
successful,1,1000,1107,30,5180400,5180400,TRUE,TRUE,"journalism/print""",journalism,1230.49219311,127,11,22,8,1578587203,1583877348,1578696948,1.18467411,1.11155573,1583877348,MERDE Magazine Issue 2,FR,"I will be creating the second issue of MERDE Magazine, a satirical fashion magazine based in Paris which supports my MA Thesis.","{""id"":359,""name"":""Print"",""slug"":""journalism/print"",""position"":3,""parent_id"":13,""parent_name"":""Journalism"",""color"":1228010,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/journalism/print""}}}",,
failed,0,16000,121,3,3588939,3588940,FALSE,FALSE,"food/events""",food,121.0,132,1,53,4,1476869708,1484628900,1481039961,1,1,1484628901,Classy Cake Creations- Artistry that tastes so sweet!,US,"Specialty cakes for all events that are classy, creative, beautiful, unique, artistic, fun, impressive, moist, delicious, and tasty.","{""id"":308,""name"":""Events"",""slug"":""food/events"",""position"":5,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/events""}}}",,
failed,0,8000,1,1,2592000,2592001,FALSE,FALSE,"art/public art""",art,1.0,71,2,22,1,1532193565,1535051916,1532459916,1,1,1535051917,Unique art collections,US,"Handmade figurines, decoration and painting. Online store and gift-shop","{""id"":53,""name"":""Public Art"",""slug"":""art/public art"",""position"":9,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/public%20art""}}}",,
successful,1,1000,1377.31,21,1213200,1213200,TRUE,FALSE,"film & video/narrative film""",film & video,1377.31,103,14,17,2,1320408842,1321633399,1320420199,1,1,1321633399,The Incorporation,US,This short film shot on 35mm is our group's final project at FAMU International for the Fall Term 2011.,"{""id"":31,""name"":""Narrative Film"",""slug"":""film & video/narrative film"",""position"":13,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/narrative%20film""}}}",,
successful,1,6200,6529.11,97,2592000,2592001,TRUE,FALSE,"art/public art""",art,6529.11,100,4,30,4,1342803110,1346867237,1344275237,1,1,1346867238,Let's Build the Logan Parklet!,US,Creative and innovative Parklet will create a unique destination in Logan for Philadelphia to enjoy!,"{""id"":53,""name"":""Public Art"",""slug"":""art/public art"",""position"":9,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/public%20art""}}}",,
successful,1,10000,18269.620000000000,423,1814400,1814400,TRUE,TRUE,"film & video/narrative film""",film & video,18269.620000000000,123,11,55,12,1295510004,1297895921,1296081521,1,1,1297895921,Macklemore X Ryan Lewis - WINGS (Dir. Zia Mohajerjasbi),US,"Seattle artists Macklemore & Ryan Lewis and director Zia Mohajerjasbi will create a music video for the new single ""WINGS.""","{""id"":31,""name"":""Narrative Film"",""slug"":""film & video/narrative film"",""position"":13,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/narrative%20film""}}}",,
successful,1,30000,33052,19,2592000,2592001,TRUE,TRUE,"film & video/narrative film""",film & video,33052.0,123,2,13,3,1428533172,1431791659,1429199659,1,1,1431791660,A Watched Pot,US,Knoll struggles to come to terms with a loss. People watching and music are his escapes from the reality of bland odd jobs.,"{""id"":31,""name"":""Narrative Film"",""slug"":""film & video/narrative film"",""position"":13,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/narrative%20film""}}}",,
successful,1,2000,2061,32,2972400,2972401,TRUE,FALSE,"art/illustration""",art,2061.0,122,4,13,5,1520198028,1532132460,1529160060,1,1,1532132461,2019 Calendar,US,A twelve month calendar created by the makers of Wickham Works. Each month is hand drawn and screen printed in two colors.,"{""id"":22,""name"":""Illustration"",""slug"":""art/illustration"",""position"":4,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/illustration""}}}",,
successful,1,7500,8725,75,2073600,2073626,TRUE,FALSE,"dance/performances""",dance,8725.0,135,10,36,5,1386617419,1402853385,1400779785,1,1,1402853411,Gurdjieff Movements at Tsegyalgar 30,US,A performance of sacred dances put on by the Movements Project at the 30th Anniversary of a Dzogchen Community in Western Massachusetts,"{""id"":254,""name"":""Performances"",""slug"":""dance/performances"",""position"":1,""parent_id"":6,""parent_name"":""Dance"",""color"":10917369,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/dance/performances""}}}",,
successful,1,1000,1063,42,1407302,1407302,TRUE,FALSE,"theater/plays""",theater,1063.0,133,4,55,7,1455399862,1457326740,1455919438,1,1,1457326740,The Glass Menagerie: Independent Student-Run Production,US,"A minimalist, post-modern production of the classic play, performed and produced by aspiring theater undergraduates at UMass Amherst.","{""id"":285,""name"":""Plays"",""slug"":""theater/plays"",""position"":6,""parent_id"":17,""parent_name"":""Theater"",""color"":16743775,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/theater/plays""}}}",,
successful,1,6850,7666,84,2592000,2592006,TRUE,FALSE,"film & video/narrative film""",film & video,7666.0,91,4,19,4,1522611567,1525368919,1522776919,1,1,1525368925,Hip: A Feature Film,US,"A satire about a school shooter, minus the school shooting. Heathers meets American Psycho.","{""id"":31,""name"":""Narrative Film"",""slug"":""film & video/narrative film"",""position"":13,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/narrative%20film""}}}",,
successful,1,5000000,6666387,234,1727979,1727980,TRUE,FALSE,"games/tabletop games""",games,63462.604298730000,134,4,31,5,1588484036,1597971600,1596243621,0.00949921,0.00951979,1597971601,Alternate Souls Arena Card Game,JP,An “Arena Card Game” in which players build decks with character cards and move corresponding acrylic figures across the arena to win.,"{""id"":34,""name"":""Tabletop Games"",""slug"":""games/tabletop games"",""position"":6,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/tabletop%20games""}}}",,
failed,0,3000,1221,14,3459600,3459600,FALSE,FALSE,"music/hip-hop""",music,1221.0,134,4,35,4,1506298780,1509909068,1506449468,1,1,1509909068,Count Catastrophic - Cursery Rhymes,US,A slight departure from what some people may know me for. 13 darkwave lo-fi nightmare beats. Rough ripping cuts like a serrated knife.,"{""id"":39,""name"":""Hip-Hop"",""slug"":""music/hip-hop"",""position"":8,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/hip-hop""}}}",,
failed,0,20000,30,1,3110701,3110701,FALSE,FALSE,"art/sculpture""",art,30.0,134,6,56,0,1382621773,1386947580,1383836879,1,1,1386947580,transform unique mini sculpture art into pendant jewelry,US,4 many years i've sculpted these miniatures. have 100+ ancient/modern designs of world cultures. ready 2 make molds & cast n2 pendants,"{""id"":25,""name"":""Sculpture"",""slug"":""art/sculpture"",""position"":10,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/sculpture""}}}",,
successful,1,1200,1331,32,2595600,2595602,TRUE,FALSE,"art/public art""",art,1331.0,113,1,59,8,1349581775,1353380183,1350784583,1,1,1353380185,Petaluma Bomb Squad Fundraiser - Support Our Graffiti Kids!,US,We are looking to raise some funds to get our kids stockpiled with paint cans and supplies & get tshirts and hats,"{""id"":53,""name"":""Public Art"",""slug"":""art/public art"",""position"":9,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/public%20art""}}}",,
successful,1,2200,2300,23,2595600,2595600,TRUE,FALSE,"art/public art""",art,2300.0,130,25,26,3,1349289575,1352480052,1349884452,1,1,1352480052,Traveling Halloween Museum,US,Be a part of the TRAVELING HALLOWEEN MUSEUM and help us take the history of our favorite day to the people-in a wee gypsy caravan!,"{""id"":53,""name"":""Public Art"",""slug"":""art/public art"",""position"":9,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/public%20art""}}}",,
successful,1,6500,8069.62,126,2592000,2592004,TRUE,FALSE,"film & video/narrative film""",film & video,8069.62,110,3,24,5,1426152887,1428819105,1426227105,1,1,1428819109,The Boy Who Lived Before,US,"An independent film by Stephen Anunson exploring the intersection  between youth, technology and spirituality.","{""id"":31,""name"":""Narrative Film"",""slug"":""film & video/narrative film"",""position"":13,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/narrative%20film""}}}",,
failed,0,3000,12,3,2592000,2592001,FALSE,FALSE,"photography/nature""",photography,12.0,135,4,28,3,1517084887,1519682956,1517090956,1,1,1519682957,Spacing Out Astrophotography,US,Aspring Astrophotographer/Astronomer. I am in school for astronomy and need help funding my photography equipment. (photo with current),"{""id"":277,""name"":""Nature"",""slug"":""photography/nature"",""position"":3,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/nature""}}}",,
failed,0,50000,250,3,3888000,3888000,FALSE,FALSE,"music/world music""",music,250.0,110,10,57,9,1555991652,1572607341,1568719341,1,1,1572607341,BalleBalle: Non-Stop Fun and Energy Punjabi Music Channel,US,Bringing Non-Stop Fun and Energy with Punjabi Music Channel - Balle Balle to every fun lover across the world.,"{""id"":44,""name"":""World Music"",""slug"":""music/world music"",""position"":18,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/world%20music""}}}",,
failed,0,6000,47,5,2592000,2592000,FALSE,FALSE,"games/live games""",games,47.0,124,8,22,5,1446781078,1449687288,1447095288,1,1,1449687288,Sam-O Family Fun Games,US,Sam-O Family Fun Games transforms your old Corn Hole board into exciting new games for your whole family. Everyone can play!,"{""id"":271,""name"":""Live Games"",""slug"":""games/live games"",""position"":2,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/live%20games""}}}",,
failed,0,15000,0,0,2592000,2592002,FALSE,FALSE,"music/hip-hop""",music,0.0,134,2,42,4,1449172131,1451768725,1449176725,1,1,1451768727,"Conscious Collectiiive, Music for the Soul",US,We are creating a music style that is full of intelligent and enlightening lyrics. Our goal is to inspire people to do what they love.,"{""id"":39,""name"":""Hip-Hop"",""slug"":""music/hip-hop"",""position"":8,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/hip-hop""}}}",,
successful,1,2000,2000,15,1049899,1049980,TRUE,FALSE,"film & video/narrative film""",film & video,2000.0,120,1,18,2,1286924659,1287979140,1286929241,1,1,1287979221,'Chasing Serenity',US,"Romantic entanglements, intoxication, fire arms & a locked safe bring four character's true intentions to the surface...","{""id"":31,""name"":""Narrative Film"",""slug"":""film & video/narrative film"",""position"":13,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/narrative%20film""}}}",,
successful,1,2500,2863,48,2592000,2592000,TRUE,FALSE,"music/world music""",music,2863.0,110,1,38,27,1376775049,1381180682,1378588682,1,1,1381180682,DORIE PRIDE- SOPHOMORE CD -  (PHASE 1),US,My mission is to make contributions to further world citizenship by spreading seeds of light through my music.,"{""id"":44,""name"":""World Music"",""slug"":""music/world music"",""position"":18,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/world%20music""}}}",,
successful,1,1950,5316,86,1315683,1315683,TRUE,FALSE,"games/tabletop games""",games,5744.54290764,129,4,9,2,1589114019,1590688800,1589373117,1.18467411,1.08061379,1590688800,The Twins,NL,"Ouroboros Miniatures presents - The Twins, large scale miniatures for painters, gamers and collectors cast in high quality resin.","{""id"":34,""name"":""Tabletop Games"",""slug"":""games/tabletop games"",""position"":6,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/tabletop%20games""}}}",,
live,,5900,191,4,2535593,2,FALSE,FALSE,"journalism/web""",journalism,191.0,130,9,53,7,1599675598,1602793500,1600257907,1,1,1600257909,AltPhilly: Imagine Alt Journalism That's Conservative,US,"In 2020, ""alt"" in Philly is conservative. If you think voices outside mainstream media matter—especially conservative—PW is there.","{""id"":361,""name"":""Web"",""slug"":""journalism/web"",""position"":5,""parent_id"":13,""parent_name"":""Journalism"",""color"":1228010,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/journalism/web""}}}",,
successful,1,1500,1983,34,2588400,2588401,TRUE,FALSE,"music/world music""",music,1983.0,124,6,37,19,1315021619,1319039193,1316450793,1,1,1319039194,SaILING CONDuCTORS - ExpeditiOn MuSic,US,"Our mission is to sail from Sydney, Australia to Berlin, Germany. The goal is to record as many local musicians as possible.","{""id"":44,""name"":""World Music"",""slug"":""music/world music"",""position"":18,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/world%20music""}}}",,
failed,0,5000,531,11,2592000,2592000,FALSE,FALSE,"games/live games""",games,531.0,61,4,24,5,1527600156,1530443747,1527851747,1,1,1530443747,Bigfoot Awareness 1K Run,US,A 1K fun run for families to help raise awareness of Bigfoot.,"{""id"":271,""name"":""Live Games"",""slug"":""games/live games"",""position"":2,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/live%20games""}}}",,
successful,1,5,37,13,259200,259200,TRUE,FALSE,"games/tabletop games""",games,40.48733621,51,3,8,8,1588082829,1588945106,1588685906,1.18467411,1.09425233,1588945106,QUARTETS,FR,A cooperative puzzle board game for 1 to 4 players.,"{""id"":34,""name"":""Tabletop Games"",""slug"":""games/tabletop games"",""position"":6,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/tabletop%20games""}}}",,
successful,1,300,1090.32,19,2446029,2446029,TRUE,FALSE,"art/illustration""",art,744.8711231808,45,2,35,6,1592203636,1594789140,1592343111,0.73170286,0.68316744,1594789140,Demon Slayer Hard Enamel Pin Series,AU,Another set of demon slayer pins from Pineko!,"{""id"":22,""name"":""Illustration"",""slug"":""art/illustration"",""position"":4,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/illustration""}}}",,
live,,4000,158,7,5187600,1,FALSE,FALSE,"games/playing cards""",games,158.0,75,1,17,3,1598987938,1604516103,1599328503,1,1,1599328504,The Moon and More,US,A deck of cards with different constellations and moon phases on each card.,"{""id"":273,""name"":""Playing Cards"",""slug"":""games/playing cards"",""position"":4,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/playing%20cards""}}}",,
failed,0,25000,2048,31,3456000,3456000,FALSE,FALSE,"publishing/art books""",publishing,2894.7241984,134,4,49,6,1454066765,1462649193,1459193193,1.29135567,1.41343955,1462649193,Off The Rails Magazine - Printing & Distribution.,GB,"We are OffTheRails, a photography based print and digital magazine, showcasing a global selection of artists on their worst behaviour.","{""id"":45,""name"":""Art Books"",""slug"":""publishing/art books"",""position"":3,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/art%20books""}}}",,
successful,1,199,477,8,432000,432002,TRUE,FALSE,"photography/photobooks""",photography,477.0,132,26,59,37,1476399497,1476896663,1476464663,1,1,1476896665,THE FINAL COLLECTION ANNABELLE VOL.3- Fine art PIN UP nudes,US,Limited EDITION PHOTO book featuring the beautiful model ANNABELLE 3 as your muse. Fine art nudes intended for a mature audience 18+,"{""id"":280,""name"":""Photobooks"",""slug"":""photography/photobooks"",""position"":5,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/photobooks""}}}",,
successful,1,10000,11891,46,3891600,3891600,TRUE,FALSE,"film & video/shorts""",film & video,11891.0,131,13,33,3,1568686629,1573242449,1569350849,1,1,1573242449,"""Ideas of an Acrobat"" Screendance",US,"Husband and wife duo Jason Bahling and Ella Rosewood are creating a screendance of Anna Sokolow's 1970 dance ""Ideas of an Acrobat.""","{""id"":32,""name"":""Shorts"",""slug"":""film & video/shorts"",""position"":16,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/shorts""}}}",,
